province_id,province_name,bws_raw,baseline_stress_score,sev_raw,seasonal_variability_score,iav_raw,interannual_variability_score,gtd_raw,groundwater_stress_score,drr_raw,drought_hazard_score,rfr_raw,flood_hazard_score,combined_risk_score
TUR.41_1,Izmir,1.036979296710564,4.350533890388828,0.46843283080724124,1.4052984924217236,0.41000565004467154,1.6400226001786862,0.147838,1.0739190000000003,0.5939635195798922,2.969817597899462,0.005329736908355031,2.299900191222467,2.31256098256743
TUR.42_1,K. Maras,1.33729740185948,4.614673029098228,0.640730401287993,1.922191203863979,0.4335024793351501,1.7340099173406007,0.11534881326749641,1.0739189999999998,0.5894377499222963,2.9471887496114806,0.0025314081534143517,1.7309887809769446,2.494344508237478
TUR.43_1,Karabük,0.1505683452590043,1.5904184968488848,0.43854052099478,1.3156215629843402,0.2572309477372884,1.0289237909491535,0.00416495400998933,,0.5438880989796818,2.71944049489841,0.00984057727785,3.4941522141399997,1.568103436583423
TUR.44_1,Karaman,1.4388981344498966,4.3682472531378265,0.44709944393976403,1.3412983318192921,0.3699351978497882,1.4797407913991527,0.14783799999999997,1.073919,0.6006378468839559,3.00318923441978,0.0019265986530443467,1.2895868638176344,2.199859975228906
TUR.45_1,Kars,0.2022777635567432,1.9504847542395256,0.5826786962672945,1.7480360888018833,0.34340971984728197,1.3736388793891279,0.12142501448324913,1.0739190000000003,0.5826441122592517,2.913220561296259,0.0032469935767445823,2.0082283234689626,1.7098703609054606
TUR.46_1,Kastamonu,0.2170260502134169,2.026442394963361,0.3611667722008438,1.0835003166025317,0.26595130410911905,1.0638052164364764,0.0031491839007644334,,0.5518985749576087,2.7594928747880436,0.006831052115721181,2.8038271670173756,1.5898794109867782
TUR.47_1,Kayseri,0.9580300338252399,4.092603680675907,0.5145302382975941,1.5435907148927823,0.37747336419899435,1.5098934567959774,0.14783800000000002,1.0739190000000003,0.6249783716011045,3.124891858005523,0.0045558802347723856,1.340867054422415,2.199871770117913
TUR.48_1,Kilis,2.4709507287328885,4.818097012125701,0.5418097918806276,1.6254293756418827,0.375410629870316,1.5016425194812641,0.147838,1.073919,0.7344680808678431,3.6723404043392156,0.008301297208662335,3.2681888942994526,2.554315182977129
TUR.49_1,Kinkkale,0.7558486976013312,3.9029732254801552,0.41934430431340347,1.2580329129402104,0.3370851478136229,1.3483405912544917,0.14277988341812475,1.073919,0.6752253356600287,3.3761266783001433,0.0016813572733023758,1.2766722109114763,2.0523764879944406
TUR.4_1,Agri,0.6064655929751943,3.5901594964944588,0.67982916709119,2.0394875012735696,0.4382986011231446,1.7531944044925785,0.001614487262627479,1.073919,0.5780816353731602,2.8904081768658014,0.004575960600511674,2.4867538649499985,2.316022853178639
TUR.50_1,Kirklareli,0.14776993715080358,1.4433018038245604,0.36301503154862086,1.0890450946458625,0.40885098765819944,1.6354039506327978,-0.178641,,0.6927458923816705,3.4637294619083523,0.0009752506956944437,0.7366188379583949,1.490810835448545
TUR.51_1,Kirsehir,0.7916386632552114,3.9716364508916104,0.42486718037124654,1.2746015411137397,0.34497920075987953,1.3799168030395181,0.147838,1.073919,0.6839582655697272,3.4197913278486354,0.0017968154299768987,1.3407824105488613,2.0883144324110607
TUR.52_1,Kocaeli,0.2449735861164502,1.5549882476682129,0.4071253413903668,1.2213760241711005,0.34206424037468713,1.3682569614987485,0.00995253,,0.5713225282923329,2.8566126414616644,0.006244964585101254,2.4825055773192095,1.565543082295223
TUR.53_1,Konya,1.5826749365239714,4.72565549552757,0.33674805251614903,1.0102441575484469,0.33996316744787763,1.3598526697915108,0.14783799999999997,1.073919,0.6426645561461002,3.213322780730501,0.003950481386124548,1.8586981675714085,2.2251792649857514
TUR.54_1,Kütahya,0.9382722290462303,4.018267814226184,0.3698803585455382,1.1096410756366148,0.3586197745324556,1.4344790981298225,0.11163856510443773,1.073919,0.5876085360287495,2.9380426801437474,0.0035821624385117164,2.0282260644800023,2.0852286685371397
TUR.55_1,Malatya,0.5824357249425861,2.322080547533548,0.46534454477230175,1.3960336343169053,0.44976612447526326,1.799064497901053,0.147838,1.073919,0.5914511720576606,2.957255860288303,0.0009663378781237306,0.7622378516244939,1.7460029019324264
TUR.56_1,Manisa,1.4083465576348055,4.784987882064651,0.4437131630556268,1.3311394891668804,0.3987119451877416,1.5948477807509671,0.14783799999999997,1.073919,0.6078202708701455,3.0391013543507275,0.0016142675569530474,1.2260452905452344,2.328555328301622
TUR.57_1,Mardin,1145.7241169711046,3.559135619996057,0.5612382608952623,1.683714782685787,0.6259940154031809,2.5039760616127236,0.07134796226300255,1.0739189999999998,0.6377789831668208,3.1888949158341044,0.002841396936532467,1.7039716728450645,2.37675065286609
TUR.58_1,Mersin,0.6316983864202761,3.581753209777687,0.5231483208478567,1.56944496254357,0.4333886479621277,1.7335545918485114,0.14185116164317818,1.073919,0.5534033121471827,2.767016560735914,0.013044632599302417,3.2294579281856386,2.2302077216000393
